,El Encanto,La Chorrera,La Pedrera,La Victoria,Leticia,Mirití-Paraná,Puerto Alegria,Puerto Arica,Puerto Nariño,Puerto Santander,Tarapacá,Abejorral,Abriaquí,Alejandría,Amagá,Amalfi,Andes,Angelópolis,Angostura,Anorí,Anzá,Apartadó,Arboletes,Argelia,Armenia,Barbosa,Bello,Belmira,Betania,Betulia,Briceño,Buriticá,Cáceres,Caicedo,Caldas,Campamento,Cañasgordas,Caracolí,Caramanta,Carepa,Carolina del Principe,Caucasia,Chigorodó,Cisneros,Ciudad Bolívar,Cocorná,Concepción,Concordia,Copacabana,Dabeiba,Don Matías,Ebéjico,El Bagre,El Carmen de Viboral,El Sopetrán,Entrerríos,Envigado,Fredonia,Frontino,Giraldo,Girardota,Gómez Plata,Granada,Guadalupe,Guarné,Guatapé,Heliconia,Hispania,Itagüí,Ituango,Jardín,Jericó,La Ceja,La Estrella,La Pintada,La Unión,Liborina,Maceo,Marinilla,Medellín,Montebello,Murindó,Mutatá,Nariño,Nechí,Necoclí,Olaya,Peñol,Pequé,Pueblorrico,Puerto Berrío,Puerto Nare,Puerto Triunfo,Remedios,Retiro,Rionegro,Sabanalarga,Sabaneta,Salgar,San Andrés de Cuerquia,San Carlos,San Francisco,San Jerónimo,San José de la Montaña,San Juan de Urabá,San Luís,San Pedro de los Milagros,San Pedro de Urabá,San Rafael,San Roque,San Vicente,Santa Bárbara,Santa Rosa de Osos,Santafé de Antioquia,Santo Domingo,Santuario,Segovia,Sonsón,Támesis,Tarazá,Tarso,Titiribí,Toledo,Turbo,Uramita,Urrao,Valdivia,Valparaíso,Vegachí,Venecia,Vigía del Fuerte,Yalí,Yarumal,Yolombó,Yondó,Zaragoza,Arauca,Arauquita,Cravo Norte,Fortul,Puerto Rondón,Saravena,Tame,Baranoa,Barranquilla,Campo de la Cruz,Candelaria,Galapa,Juan de Acosta,Luruaco,Malambo,Manatí,Palmar de Varela,Piojó,Polonuevo,Ponedera,Puerto Colombia,Repelón,Sabanagrande,Sabanalarga,Santa Lucía,Santo Tomás,Soledad,Suan,Tubará,Usiacurí,Bogotá D.C.,Achí,Altos del Rosario,Arenal,Arjona,Arroyohondo,Barranco de Loba,Calamar,Cantagallo,Cartagena de Indias,Cicuco,Clemencia,Córdoba,El Carmen de Bolívar,El Guamo,El Peñon,Hatillo de Loba,Magangué,Mahates,Margarita,María la Baja,Mompós,Montecristo,Morales,Pinillos,Regidor,Río Viejo,San Cristobal,San Estanislao de Kostka,San Fernando,San Jacinto,San Jacinto del Cauca,San Juan Nepomuceno,San Martín de Loba,San Pablo,Santa Catalina,Santa Rosa,Santa Rosa del Sur,Simití,Soplaviento,Talaigua Nuevo,Tiquisio,Turbaco,Turbaná,Villanueva,Zambrano,Almeida,Aquitania,Arcabuco,Belén,Berbeo,Beteitiva,Boavita,Boyacá,Briceño,Buenavista,Busbanza,Caldas,Campohermoso,Cerinza,Chinavita,Chiquinquirá,Chíquiza,Chiscas,Chita,Chitaraque,Chivatá,Chivor,Ciénaga,Cómbita,Coper,Corrales,Covarachía,Cubará,Cucaita,Cuítiva,Duitama,El Cocuy,El Espino,Firavitoba,Floresta,Gachantivá,Gámeza,Garagoa,Guacamayas,Guateque,Guayatá,Güicán,Izá,Jenesano,Jericó,La Capilla,La Uvita,La Victoria,Labranzagrande,Macanal,Maripí,Miraflores,Mongua,Monguí,Moniquirá,Motavita,Muzo,Nobsa,Nuevo Colón,Oicatá,Otanche,Pachavita,Páez,Paipa,Pajarito,Panqueba,Pauna,Paya,Paz de Río,Pesca,Pisba,Puerto Boyacá,Quípama,Ramiriquí,Ráquira,Rondón,Saboyá,Sáchica,Samacá,San Eduardo,San José de Pare,San Luis de Gaceno,San Mateo,San Miguel de Sema,San Pablo de Borbur,Santa María,Santa Rosa de Viterbo,Santa Sofía,Santana,Sativanorte,Sativasur,Siachoque,Soatá,Socha,Socotá,Sogamoso,Somondoco,Sora,Soracá,Sotaquirá,Susacón,Sutamarchán,Sutatenza,Tasco,Tenza,Tibaná,Tibasosa,Tinjacá,Tipacoque,Toca,Toguí,Topagá,Tota,Tunja,Tunungua,Turmequé,Tuta,Tutazá,Umbita,Ventaquemada,Villa de Leyva,Viracachá,Zetaquirá,Aguadas,Anserma,Aranzazú,Belalcázar,Chinchiná,Filadelfia,La Dorada,La Merced,Manizales,Manzanares,Marmato,Marquetalia,Marulanda,Neira,Norcasia,Pácora,Palestina,Pensilvania,Riosucio,Risaralda,Salamina,Samaná,San José,Supía,Victoria,Villamaría,Viterbo,Albania,Belén de los Andaquies,Cartagena del Chairá,Curillo,El Doncello,El Paujíl,Florencia,La Montañita,Milán,Morelia,Puerto Rico,San José del Fragua,San Vicente del Caguán,Solano,Solita,Valparaíso,Aguazul,Chámeza,Hato Corozal,La Salina,Maní,Monterrey,Nunchía,Orocué,Paz de Ariporo,Pore,Recetor,Sabanalarga,Sácama,San Luis de Palenque,Támara,Tauramena,Trinidad,Villanueva,Yopal,Almaguer,Argelia,Balboa,Bolívar,Buenos Aires,Cajibío,Caldonó,Caloto,Corinto,El Tambo,Florencia,Guapí,Inzá,Jambaló,La Sierra,La Vega,López de Micay,Mercaderes,Miranda,Morales,Padilla,Páez,Patía,Piamonte,Piendamó,Popayán,Puerto Tejada,Puracé,Rosas,San Sebastián,Santa Rosa,Santander de Quilichao,Silvia,Sotará,Suárez,Sucre,Timbío,Timbiquí,Toribío,Totoró,Villa Rica,Aguachica,Agustín Codazzi,Astrea,Becerríl,Bosconia,Chimichagua,Chiriguaná,Curumaní,El Copey,El Paso,Gamarra,González,La Gloria,La Jagua de Ibirico,La Paz,Manaure,Pailitas,Pelaya,Pueblo Bello,Río de Oro,San Alberto,San Diego,San Martín,Tamalameque,Valledupar,Acandí,Alto Baudó,Atrato,Bagadó,Bahía Solano,Bajo Baudó,Belén de Bajirá,Bojayá,Cértegui,Condotó,El Cantón del San Pablo,El Carmen de Atrato,El Carmen del Darién,El Litoral del San Juan,Istmina,Juradó,Lloró,Medio Atrato,Medio Baudó,Medio San Juan,Nóvita,Nuquí,Quibdó,Río Iro,Río Quito,Riosucio,San José del Palmar,Sipí,Tadó,Unguía,Unión Panamericana,Ayapel,Buenavista,Canalete,Cereté,Chimá,Chinú,Ciénaga de Oro,Cotorra,La Apartada,Los Córdobas,Momil,Moñitos,Montelíbano,Montería,Planeta Rica,Pueblo Nuevo,Puerto Escondido,Puerto Libertador,Purísima,San Andrés de Sotavento,San Antero,San Bernardino de Sahagún,San Bernardo del Viento,San Carlos,San Pelayo,Santa Cruz de Lorica,Tierralta,Valencia,Agua de Díos,Albán,Anapoima,Anolaima,Arbeláez,Beltrán,Bituima,Bojacá,Cabrera,Cachipay,Cajicá,Caparrapí,Cáqueza,Carmen de Carupa,Chaguaní,Chía,Chipaque,Choachí,Chocontá,Cogua,Cota,Cucunubá,El Colegio,El Peñon,El Rosal,Facatativá,Fómeque,Fosca,Funza,Fúquene,Fusagasugá,Gachalá,Gachancipá,Gachetá,Gama,Girardot,Granada,Guachetá,Guaduas,Guasca,Guataquí,Guatavita,Guayabal de Síquima,Guayabetal,Gutiérrez,Jerusalén,Junín,La Calera,La Mesa,La Palma,La Peña,La Vega,Lenguazaque,Machetá,Madrid,Manta,Medina,Mosquera,Nariño,Nemocón,Nilo,Nimaima,Nocaima,Pacho,Paime,Pandi,Paratebueno,Pasca,Puerto Salgar,Pulí,Quebradanegra,Quetame,Quipile,Rafael Reyes,Ricaurte,San Antonio del Tequendama,San Bernardo,San Cayetano,San Francisco,San Juan de Río Seco,Sasaima,Sesquilé,Sibaté,Silvania,Simijaca,Soacha,Sopó,Subachoque,Suesca,Supatá,Susa,Sutatausa,Tabio,Tausa,Tena,Tenjo,Tibacuy,Tibirita,Tocaíma,Tocancipá,Topaipí,Ubalá,Ubaqué,Une,Útica,Venecia,Vergara,Vianí,Villa de San Diego de Ubaté,Villagómez,Villapinzón,Villeta,Viotá,Yacopí,Zipacón,Zipaquirá,Barranco Minas,Cacahual,La Guadalupe,Mapiripana,Morichal Nuevo,Pana Pana,Puerto Colombia,Puerto Inírida,San Felipe,Calamar,El Retorno,Miraflores,San José del Guaviare,Acevedo,Agrado,Aipe,Algeciras,Altamira,Baraya,Campoalegre,Colombia,Elías,Garzón,Gigante,Guadalupe,Hobo,Iquira,Isnos,La Argentina,La Plata,Nátaga,Neiva,Oporapa,Paicol,Palermo,Palestina,Pital,Pitalito,Rivera,Saladoblanco,San Agustín,Santa María,Suazá,Tarquí,Tello,Teruel,Tesalia,Timaná,Villavieja,Yaguará,Barrancas,Dibulla,Distracción,El Molino,Fonseca,Hatonuevo,La Jagua del Pilar,Maicao,Manaure,Riohacha,San Juan del Cesar,Uribía,Urumita,Villanueva,Algarrobo,Aracataca,Ariguaní,Cerro de San Antonio,Chivolo,Ciénaga,Concordia,El Banco,El Piñón,El Retén,Fundación,Guamal,Nueva Granada,Pedraza,Pijiño del Carmen,Pivijay,Plato,Pueblo Viejo,Remolino,Sabanas de San Angel,Salamina,San Sebastián de Buenavista,San Zenón,Santa Ana,Santa Bárbara de Pinto,Santa Marta,Sitionuevo,Tenerife,Zapayán,Zona Bananera,Acacías,Barranca de Upía,Cabuyaro,Castilla la Nueva,Cumaral,El Calvario,El Castillo,El Dorado,Fuente de Oro,Granada,Guamal,La Macarena,La Uribe,Lejanías,Mapiripán,Mesetas,Puerto Concordia,Puerto Gaitán,Puerto Lleras,Puerto López,Puerto Rico,Restrepo,San Carlos de Guaroa,San Juan de Arama,San Juanito,San Luis de Cubarral,San Martín,Villavicencio,Vista Hermosa,Albán,Aldana,Ancuyá,Arboleda,Barbacoas,Belén,Buesaco,Chachagüí,Colón,Consacá,Contadero,Córdoba,Cuaspud,Cumbal,Cumbitara,El Charco,El Peñol,El Rosario,El Tablón de Gomez,El Tambo,Francisco Pizarro,Funes,Guachucal,Guaitarilla,Gualmatán,Iles,Imués,Ipiales,La Cruz,La Florida,La Llanada,La Tola,La Unión,Leiva,Linares,Los Andes,Magüí,Mallama,Mosquera,Nariño,Olaya Herrera,Ospina,Policarpa,Potosí,Providencia,Puerres,Pupiales,Ricaurte,Roberto Payán,Samaniego,San Bernardo,San Juan de Pasto,San Lorenzo,San Pablo,San Pedro de Cartago,Sandoná,Santa Bárbara,Santa Cruz,Sapuyes,Taminango,Tangua,Tumaco,Túquerres,Yacuanquér,Abrego,Arboledas,Bochalema,Bucarasica,Cáchira,Cácota,Chinácota,Chitagá,Convención,Cucutilla,Durania,El Carmen,El Tarra,El Zulía,Gramalote,Hacarí,Herrán,La Esperanza,La Playa de Belén,Labateca,Los Patios,Lourdes,Mutiscua,Ocaña,Pamplona,Pamplonita,Puerto Santander,Ragonvalía,Salazar de las Palmas,San Calixto,San Cayetano,San José de Cúcuta,Santiago,Santo Domingo de Silos,Sardinata,Teorama,Tibú,Toledo,Villa Caro,Villa del Rosario,Colón,Orito,Puerto Asís,Puerto Caicedo,Puerto Guzmán,Puerto Leguízamo,San Francisco,San Miguel,San Miguel de Mocoa,Santiago,Sibundoy,Valle del Guamuéz,Villagarzón,Armenia,Buenavista,Calarcá,Circasia,Córdoba,Filandia,Génova,La Tebaida,Montenegro,Pijao,Quimbaya,Salento,Apía,Balboa,Belén de Umbría,Dosquebradas,Guática,La Celia,La Virginia,Marsella,Mistrató,Pereira,Pueblo Rico,Quinchía,Santa Rosa de Cabal,Santuario,Islas Serranilla,Providencia,San Andrés,Aguada,Albania,Aratoca,Barbosa,Barichara,Barrancabermeja,Betulia,Bolívar,Bucaramanga,Cabrera,California,Capitanejo,Carcasí,Cepitá,Cerrito,Charalá,Charta,Chimá,Chipatá,Cimitarra,Concepción,Confines,Contratación,Coromoro,Curití,El Carmen de Chucurí,El Guacamayo,El Peñon,El Playón,Encino,Enciso,Florián,Floridablanca,Galán,Gámbita,Girón,Guaca,Guadalupe,Guapotá,Guavatá,Güepsa,Hato,Jesús María,Jordán,La Belleza,La Paz,Landázuri,Lebríja,Los Santos,Macaravita,Málaga,Matanza,Mogotes,Molagavita,Ocamonte,Oiba,Onzaga,Palmar,Palmas del Socorro,Páramo,Piedecuesta,Pinchote,Puente Nacional,Puerto Parra,Puerto Wilches,Rionegro,Sabana de Torres,San Andrés de Cuerquia,San Benito,San Gil,San Joaquín,San José de Miranda,San Miguel,San Vicente de Chucurí,Santa Bárbara,Santa Helena del Opón,Simacota,Socorro,Suaita,Sucre,Suratá,Tona,Valle de San José,Vélez,Vetas,Villanueva,Zapatoca,Buenavista,Caimito,Chalán,Colosó,Corozal,Coveñas,El Roble,Galeras,Guarandá,La Unión de Sucre,Los Palmitos,Majagual,Morroa,Ovejas,Sampués,San Antonio de Palmito,San Benito Abad,San Juan de Betulia,San Marcos,San Onofre,San Pedro,Sincé,Sincelejo,Sucre,Tolú,Toluviejo,Alpujarra,Alvarado,Ambalema,Anzoátegui,Armero,Ataco,Cajamarca,Carmen de Apicalá,Casabianca,Chaparral,Coello,Coyaima,Cunday,Dolores,Espinal,Falán,Flandes,Fresno,Guamo,Herveo,Honda,Ibagué,Icononzo,Lérida,Líbano,Melgar,Murillo,Natagaima,Ortega,Palo Cabildo,Piedras,Planadas,Prado,Purificación,Rioblanco,Roncesvalles,Rovira,Saldaña,San Antonio,San Luís,San Sebastian de Mariquita,Santa Isabel,Suárez,Valle de San Juan,Venadillo,Villahermosa,Villarrica,Alcalá,Andalucía,Ansermanuevo,Argelia,Bolívar,Buenaventura,Bugalagrande,Caicedonia,Calima,Candelaria,Cartago,Dagua,El Águila,El Cairo,El Cerrito,El Dovio,Florida,Ginebra,Guacarí,Guadalajara de Buga,Jamundí,La Cumbre,La Unión,La Victoria,Obando,Palmira,Pradera,Restrepo,Riofrío,Roldanillo,San Pedro,Santiago de Cali,Sevilla,Toro,Trujillo,Tuluá,Ulloa,Versalles,Vijes,Yotoco,Yumbo,Zarzal,Carurú,Mitú,Pacoa,Papunahua,Taraira,Yavaraté,Cumaribo,La Primavera,Puerto Carreño,Santa Rosalía
Passalites murelia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mazama rufina,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Passalites sanctaemartae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
